start_date,start_time,end_date,end_time,sum,num_true_positives_pitchtracked
3/3/25,16:00:00,3/3/25,17:00:00,0,19
3/3/25,17:00:00,3/3/25,18:00:00,0,20
3/3/25,18:00:00,3/3/25,19:00:00,0,25
3/3/25,19:00:00,3/3/25,20:00:00,0,20
3/3/25,20:00:00,3/3/25,21:00:00,0,7
3/3/25,21:00:00,3/3/25,22:00:00,0,3
3/3/25,22:00:00,3/3/25,23:00:00,0,2
3/3/25,23:00:00,3/3/25,24:00:00,580,0
3/4/25,00:00:00,3/4/25,01:00:00,0,0
3/4/25,01:00:00,3/4/25,02:00:00,0,1
3/4/25,02:00:00,3/4/25,03:00:00,0,0
3/4/25,03:00:00,3/4/25,04:00:00,0,9
3/4/25,04:00:00,3/4/25,05:00:00,0,4
3/4/25,05:00:00,3/4/25,06:00:00,0,8
3/4/25,06:00:00,3/4/25,07:00:00,0,5
3/4/25,07:00:00,3/4/25,08:00:00,0,6
3/4/25,08:00:00,3/4/25,09:00:00,0,7
3/4/25,09:00:00,3/4/25,10:00:00,0,1
3/4/25,10:00:00,3/4/25,11:00:00,0,1
3/4/25,11:00:00,3/4/25,12:00:00,0,0
3/4/25,12:00:00,3/4/25,13:00:00,0,0
3/4/25,13:00:00,3/4/25,14:00:00,0,0
3/4/25,14:00:00,3/4/25,15:00:00,0,0
3/4/25,15:00:00,3/4/25,16:00:00,241,0
