start_date,start_time,end_date,end_time,sum,Manual_Review,num_true_positives_pitchtracked
3/2/25,13:00:00,3/2/25,14:00:00,28,1,15
3/2/25,14:00:00,3/2/25,15:00:00,0,0,0
3/2/25,15:00:00,3/2/25,16:00:00,40,1,15
3/2/25,16:00:00,3/2/25,17:00:00,16,1,0
3/2/25,17:00:00,3/2/25,18:00:00,3,0,0
3/2/25,18:00:00,3/2/25,19:00:00,11,1,3
3/2/25,19:00:00,3/2/25,20:00:00,24,1,4
3/2/25,20:00:00,3/2/25,21:00:00,0,0,0
3/2/25,21:00:00,3/2/25,22:00:00,4,0,0
3/2/25,22:00:00,3/2/25,23:00:00,4,0,0
3/2/25,23:00:00,3/2/25,24:00:00,2,0,0
3/3/25,00:00:00,3/3/25,01:00:00,0,0,0
3/3/25,01:00:00,3/3/25,02:00:00,10,0,0
3/3/25,02:00:00,3/3/25,03:00:00,8,1,6
3/3/25,03:00:00,3/3/25,04:00:00,6,1,5
3/3/25,04:00:00,3/3/25,05:00:00,4,1,0
3/3/25,05:00:00,3/3/25,06:00:00,1,0,0
3/3/25,06:00:00,3/3/25,07:00:00,0,0,0
3/3/25,07:00:00,3/3/25,08:00:00,7,0,0
3/3/25,08:00:00,3/3/25,09:00:00,0,0,0
3/3/25,09:00:00,3/3/25,10:00:00,3,1,2
3/3/25,10:00:00,3/3/25,11:00:00,5,0,0
3/3/25,11:00:00,3/3/25,12:00:00,3,1,0
3/3/25,12:00:00,3/3/25,13:00:00,8,0,0
3/3/25,13:00:00,3/3/25,14:00:00,0,0,0
3/3/25,14:00:00,3/3/25,15:00:00,31,1,2
3/3/25,15:00:00,3/3/25,16:00:00,19,1,1
3/3/25,16:00:00,3/3/25,17:00:00,10,1,7
3/3/25,17:00:00,3/3/25,18:00:00,14,1,5
3/3/25,18:00:00,3/3/25,19:00:00,14,1,11
3/3/25,19:00:00,3/3/25,20:00:00,11,1,7
3/3/25,20:00:00,3/3/25,21:00:00,4,2,1
3/3/25,21:00:00,3/3/25,22:00:00,3,1,1
3/3/25,22:00:00,3/3/25,23:00:00,7,1,6
3/3/25,23:00:00,3/3/25,24:00:00,7,1,6
3/4/25,00:00:00,3/4/25,01:00:00,4,1,0
3/4/25,01:00:00,3/4/25,02:00:00,11,2,0
3/4/25,02:00:00,3/4/25,03:00:00,4,2,0
3/4/25,03:00:00,3/4/25,04:00:00,11,2,0
3/4/25,04:00:00,3/4/25,05:00:00,8,0,0
3/4/25,05:00:00,3/4/25,06:00:00,7,1,1
3/4/25,06:00:00,3/4/25,07:00:00,4,2,0
3/4/25,07:00:00,3/4/25,08:00:00,8,1,2
3/4/25,08:00:00,3/4/25,09:00:00,16,2,0
3/4/25,09:00:00,3/4/25,10:00:00,11,1,8
3/4/25,10:00:00,3/4/25,11:00:00,1,1,1
3/4/25,11:00:00,3/4/25,12:00:00,14,1,1
3/4/25,12:00:00,3/4/25,13:00:00,9,0,0
3/4/25,13:00:00,3/4/25,14:00:00,5,1,0
3/4/25,14:00:00,3/4/25,15:00:00,28,1,0
3/4/25,15:00:00,3/4/25,16:00:00,8,0,0
